amt,city_pop,recency,displacement,Time,merchant_,category_,gender_,location_,recency_segment_,is_fraud
50.44,741,-3814948.0,129.9112207571727,13,39,7,1,1,1,0
11.35,299480,-3227238.0,99.74793994941872,15,164,6,0,1,1,0
50.28,302,9575831.0,74.24194023916742,22,222,9,0,0,0,0
61.21,832,-12882036.0,45.80039773479092,15,10,1,1,0,1,0
70.59,4653,-12930736.0,100.13599256993143,4,488,2,1,1,1,0
183.8,307,-16739387.0,71.83909412071603,2,550,4,0,0,1,0
112.95,743,-13715758.0,35.97268426062329,1,472,4,0,2,1,0
67.75,640470,-8844113.0,13.591550377499582,2,153,2,1,2,1,0
29.87,168,32768850.0,62.115057959963465,6,411,9,1,0,0,0
215.74,248,-9923677.0,89.40992475767172,18,98,1,0,0,1,0
80.27,84106,306559.0,65.21392557624478,16,440,10,0,0,0,0
66.26,123,-17648717.0,86.17955737309904,19,68,6,1,0,1,0
9.27,1930,212275.0,40.34076606340542,14,317,0,0,2,0,0
37.99,23,6619645.0,115.4065704373564,20,1,10,0,1,0,0
22.14,498,-3104291.0,147.03851496536447,16,126,7,0,1,1,0
52.05,3032,-31056166.0,78.7739390388721,9,77,2,1,0,1,0
14.93,6581,-19568750.0,73.42096971647506,20,624,5,0,0,1,0
28.47,92043,-6221653.0,100.60389184300537,17,562,7,0,1,1,0
14.88,2523,-39819567.0,51.97746121104877,22,297,9,0,0,1,0
72.06,1645,-33236019.0,90.43468178233685,13,390,0,1,1,1,0
77.34,269,-31370430.0,63.038813929274674,13,469,7,1,0,1,0
21.8,1312922,16643948.0,104.04838998023959,6,324,3,0,1,0,0
56.16,513,-18407022.0,97.06796453475933,11,153,2,0,1,1,0
69.87,1302,9274502.0,105.1626163077893,23,509,1,1,1,0,0
36.23,832,6874450.0,60.56584764161758,2,214,9,1,0,0,0
28.23,1453,-2855000.0,80.18412505206136,8,214,9,1,0,1,0
53.9,85,-25655149.0,128.33353961587858,21,148,6,0,1,1,0
9.1,100,-8738987.0,43.894277079293836,7,647,8,0,2,1,0
7.19,241,-27398049.0,49.457826023295596,16,564,10,0,0,1,0
63.73,737,29324070.0,97.20979492351769,15,128,1,1,1,0,0
83.12,1190,15299567.0,129.90781463183103,10,358,2,0,1,0,0
120.95,686,-4990319.0,134.80923974698334,0,487,11,1,1,1,0
67.88,54287,-22434189.0,130.51216512217462,12,195,0,0,1,1,0
47.7,743,-19288167.0,109.51142612592128,13,105,11,0,1,1,0
121.35,123,9699369.0,113.83371626828674,1,379,8,1,1,0,0
49.05,1202,-1.0,98.07654441737103,8,548,2,1,1,1,0
33.42,302,24983037.0,104.24966253311933,22,15,6,0,1,0,0
8.42,2691,-38119106.0,75.41800382890753,18,373,7,0,0,1,0
68.39,42384,-27869358.0,106.31556475278322,0,272,2,0,1,1,0
70.74,145,178179.0,130.63554087460406,14,317,0,1,1,0,0
4.14,4878,1865298.0,115.72853218103411,1,310,12,1,1,0,0
60.38,258,-37589448.0,78.5895879714666,3,407,2,1,0,1,0
61.21,4878,32097744.0,134.86056292472094,17,170,1,1,1,0,0
9.84,84106,22356150.0,63.66091301425846,13,425,12,0,0,0,0
84.17,1302,13572792.0,116.4909026721356,20,100,6,1,1,0,0
148.22,54287,-19772638.0,111.30393946448837,21,390,0,0,1,1,0
27.01,123,-7520838.0,39.00993702036091,4,247,9,1,2,1,0
117.3,2518,19182001.0,95.87245403804565,22,477,10,1,1,0,0
7.16,2368,23774413.0,115.79136616315841,17,638,9,0,1,0,0
3.35,45303,-10448195.0,106.83729967625035,5,659,12,0,1,1,0
26.29,1038,-3081570.0,91.0391693463474,0,354,8,0,1,1,0
82.13,320420,9527149.0,79.29773767472135,14,473,12,0,0,0,0
62.1,832,-24129687.0,100.93025967048317,17,40,0,1,1,1,0
9.89,498,-7595611.0,63.37319739148093,17,627,12,0,0,1,0
73.22,513,19446341.0,93.84271445367477,19,675,6,0,1,0,0
8.22,18182,16586421.0,80.65073016010014,13,557,11,1,0,0,0
183.93,18408,-2728934.0,110.63671880848551,23,151,0,1,1,1,0
1.59,6713,-23335989.0,75.24059979431941,5,269,8,0,0,1,0
24.3,73,-33082168.0,121.9556118733579,16,76,7,0,1,1,0
10.05,2258,-32590731.0,86.57659110912607,17,369,7,1,0,1,0
141.23,129,-14777172.0,113.31806393069168,17,169,7,1,1,1,0
55.79,6469,5509272.0,130.95271340061257,13,425,12,0,1,0,0
12.49,4878,-7603516.0,86.231898333348,16,614,6,1,0,1,0
6.22,1490,45019514.0,106.34746383227598,17,276,5,0,1,0,0
67.28,94014,-30932236.0,120.84392232034315,15,420,6,0,1,1,0
255.29,42817,-14724431.0,80.2093245225419,12,27,11,0,0,1,0
139.45,757530,-27274412.0,102.29645847905836,9,604,11,1,1,1,0
43.44,172817,7667408.0,92.72692940479006,22,565,7,1,1,0,0
137.13,34882,-10733627.0,49.29398854385822,16,182,10,0,0,1,0
1.14,1312922,25251656.0,128.03359751342032,21,71,13,0,1,0,0
54.25,509,-12724939.0,110.12653706636189,5,117,2,0,1,1,0
123.96,1583,19359359.0,79.47650558025063,18,676,9,0,0,0,0
82.73,4895,-22029201.0,92.89151625962037,3,157,2,0,1,1,0
90.04,123,11125410.0,66.26491189409096,20,490,6,1,0,0,0
46.93,5211,445365.0,60.1965361263538,0,229,2,1,0,0,0
74.64,17047,237699.0,118.85863439899961,0,94,4,0,1,0,0
119.77,973849,1360141.0,119.68252537165525,15,467,12,0,1,0,0
77.38,1700,13891718.0,77.69899027936125,21,455,7,1,0,0,0
9.68,92043,-9677872.0,46.25748596772606,3,301,8,0,0,1,0
7.38,888,-36698508.0,118.46644548011169,18,649,11,0,1,1,0
3.09,233717,-13687386.0,101.89215563309344,2,287,12,0,1,1,0
61.17,1126,-2639141.0,55.844750061650494,12,283,1,1,0,1,0
76.36,53,-6443388.0,110.29042677601825,9,332,2,0,1,1,0
137.54,530,6007623.0,84.30955426968696,8,130,4,0,0,0,0
22.12,35371,-19204080.0,106.25131208402131,16,555,11,0,1,1,0
66.16,2872,-8669228.0,89.72825538000603,16,132,6,0,0,1,0
1.04,8007,-15277027.0,67.10521425507534,5,179,12,0,0,1,0
124.76,973849,-204238.0,93.12119152671572,7,602,4,0,1,1,0
1.81,77,15263519.0,84.17411420370809,19,659,12,0,0,0,0
38.69,248,2101648.0,113.59386450877062,14,254,10,0,1,0,0
48.45,218,-13764708.0,113.7125230531257,7,92,2,1,1,1,0
10.74,493,4502762.0,110.83987350447634,12,658,7,0,1,0,0
67.75,191096,-18799523.0,138.64178476946122,20,532,5,0,1,1,0
2.09,13602,4443981.0,36.26331749631421,19,599,1,1,2,0,0
16.79,206,-7047269.0,52.21731883276283,21,591,10,1,0,1,0
198.81,107941,-29322442.0,128.63935225847294,3,329,4,0,1,1,0
23.66,1725,-10847229.0,94.1307044975764,10,523,8,0,1,1,0
5.83,743,8373735.0,95.53802345534692,18,240,5,0,1,0,0
69.85,84106,-18752441.0,101.37903267767463,11,498,2,0,1,1,0
74.69,11253,2032588.0,125.80397061358869,0,181,2,1,1,0,0
52.16,381459,-5149462.0,71.0237074535824,9,464,3,1,0,1,0
199.14,21902,9478179.0,118.83804314015833,8,395,4,0,1,0,0
8.8,8874,24802940.0,82.5319804288752,22,72,11,0,0,0,0
51.19,320420,24114776.0,70.78259223127206,20,361,1,0,0,0,0
1.09,372,14345466.0,67.94813407762527,13,556,10,0,0,0,0
6.15,673342,4887019.0,98.53228114335155,21,262,10,1,1,0,0
60.86,928,-6014421.0,41.70365922788698,10,605,2,1,2,1,0
14.33,2872,-21210327.0,42.71397177265665,0,405,8,0,2,1,0
4.18,899,-24836219.0,80.84569797441591,9,131,12,1,0,1,0
9.6,260,16481741.0,32.124237598736464,18,139,0,0,2,0,0
11.34,1930,-28947904.0,105.87321542958851,22,138,5,0,1,1,0
3.88,761,-7108826.0,37.21983906847754,17,81,0,0,2,1,0
71.29,190249,887887.0,91.34934738035241,4,242,3,0,1,0,0
148.23,308,39706584.0,56.12952296120188,6,352,4,1,0,0,0
66.58,7268,17119094.0,87.1186497367581,2,87,4,1,0,0,0
28.05,45303,20129927.0,93.61195337881405,16,192,7,0,1,0,0
44.02,381459,-6082988.0,59.45826441335193,3,631,3,1,0,1,0
91.14,320420,-3860409.0,54.172789262780704,15,0,0,0,0,1,0
111.59,1139,24370510.0,49.076864603956984,21,636,5,0,0,0,0
35.09,1939,-3176157.0,108.34991281949375,15,477,10,1,1,1,0
96.72,198,2365849.0,118.83720392219578,16,213,6,1,1,0,0
10.12,2471,21513541.0,96.77220477467873,14,603,6,1,1,0,0
1.48,45303,3628055.0,140.68203716935292,11,355,8,0,1,0,0
3.3,128,5995515.0,98.21563263820514,21,203,13,1,1,0,0
410.91,513,23575676.0,107.64149928260838,14,656,12,0,1,0,0
26.33,320420,2715306.0,113.75458520580709,13,391,7,0,1,0,0
4.7,19408,-13624099.0,87.66609366722494,4,560,8,1,0,1,0
62.8,166081,-17932735.0,91.70350107694824,1,285,2,0,1,1,0
81.84,686,-12633397.0,106.82572755090571,17,199,10,1,1,1,0
9.06,2304,977177.0,104.09340983463174,8,421,11,1,1,0,0
76.29,302,22860918.0,51.40780000934744,2,352,4,0,0,0,0
219.92,3688,24359818.0,104.89652378239118,2,533,4,0,1,0,0
6.28,105549,-39771735.0,32.49346149917745,5,227,8,1,2,1,0
22.71,1892,10067885.0,65.88711830729409,5,464,3,1,0,0,0
125.14,1930,464889.0,12.133467895376427,4,550,4,0,2,0,0
7.21,397,-1250548.0,51.27339817342473,3,149,8,1,0,1,0
38.39,1453,8836993.0,98.20820800154796,2,82,9,1,1,0,0
48.02,489,12754981.0,130.2007629472654,17,257,7,0,1,0,0
113.75,489,-2840555.0,110.10418283958077,2,247,9,0,1,1,0
77.45,759,10191257.0,111.24588645788988,13,373,7,1,1,0,0
162.99,18408,-1829102.0,128.11361644357888,15,95,6,1,1,1,0
144.41,471,15720371.0,108.35158023468477,3,328,4,1,1,0,0
44.76,1126,-12265647.0,67.32830990201181,18,50,7,1,0,1,0
15.09,192,-6314067.0,71.47475390466941,12,653,10,1,0,1,0
1.27,1241364,1217576.0,38.33256786293406,7,341,12,1,2,0,0
76.89,641349,15151843.0,89.97434131045388,2,585,3,0,0,0,0
395.78,320420,-14031906.0,51.799583744215894,22,201,12,0,0,1,0
8.49,2383912,10284022.0,122.59767328140991,2,108,8,0,1,0,0
124.68,129,21736395.0,95.02054788146232,16,100,6,1,1,0,0
61.05,606,-28298249.0,42.86715846477023,7,153,2,0,2,1,0
315.57,3104,19013959.0,106.42699290892696,18,528,11,0,1,0,0
179.11,42384,-8662383.0,15.033607273988059,0,336,4,0,2,1,0
72.43,30770,-27659664.0,101.52440555644327,16,668,1,1,1,1,0
15.03,310,12324939.0,136.39574576571187,14,91,6,0,1,0,0
58.93,498,-3251813.0,124.87287842297637,1,358,2,0,1,1,0
100.4,23,6572236.0,72.05090289667866,18,257,7,0,0,0,0
58.9,28278,3364063.0,38.87238991278022,11,570,4,1,2,0,0
73.25,4653,-20981248.0,80.87571640023761,21,130,4,1,0,1,0
9.38,320420,3550549.0,68.59796667558471,22,201,12,0,0,0,0
26.79,878,23268573.0,94.28949526108646,16,112,7,0,1,0,0
90.22,17047,-10235178.0,141.0219605220778,19,180,5,0,1,1,0
14.76,1143,-733622.0,28.67829663608716,22,476,0,0,2,1,0
87.59,277,8688108.0,93.06414380986278,11,29,4,1,1,0,0
192.73,14871,1094445.0,86.09535943211591,9,217,4,0,0,0,0
76.63,77,26235560.0,115.07020670835865,8,389,2,0,1,0,0
4.38,743,11581118.0,102.34908383520663,16,431,9,0,1,0,0
5.0,46,957328.0,110.12944668098946,16,254,10,0,1,0,0
81.54,1271,14636296.0,105.55864985115029,21,672,6,0,1,0,0
269.32,4290,10800124.0,90.60853321542444,3,269,8,1,1,0,0
116.88,337,-8247309.0,43.88515665303844,18,251,6,0,2,1,0
48.95,129,-16846662.0,108.7923126684165,22,164,6,1,1,1,0
9.2,76383,1359590.0,18.836710518755876,16,489,10,1,2,0,0
30.44,1022298,-16922359.0,104.91710358554904,20,445,5,1,1,1,0
8.2,10256,-25463661.0,113.37784280225769,4,252,12,0,1,1,0
2.83,635,16829524.0,126.08144060456537,17,131,12,0,1,0,0
76.41,269,991438.0,56.49191308927674,3,522,2,1,0,0,0
30.79,4878,-20197233.0,11.894295442521999,15,213,6,1,2,1,0
110.56,218,-2645598.0,57.52801486883751,16,298,9,1,0,1,0
166.15,4090,-22073206.0,48.31680721979132,5,293,8,0,0,1,0
3.41,75830,-954917.0,71.60558517265932,22,275,13,1,0,1,0
73.9,61,-19988625.0,68.04376003816442,22,145,0,0,0,1,0
2304.46,61,-24590380.0,22.318237664209917,20,109,13,0,2,1,0
172.01,191096,7939513.0,89.43679421054871,13,230,1,0,0,0,0
88.2,100,20809745.0,22.822989446485174,0,231,2,0,2,0,0
6.98,134056,-4366345.0,40.42303773585862,19,441,13,1,2,1,0
27.2,145,17647120.0,119.1278117535075,11,582,3,1,1,0,0
3.25,172817,-26205596.0,62.76484438451604,19,669,9,1,0,1,0
3.2,2206,37388276.0,80.45366189479894,13,633,13,0,0,0,0
15.58,85,-4326125.0,129.55842767813652,15,288,0,0,1,1,0
5.04,23,4458117.0,64.8329219412068,22,122,7,0,0,0,0
4.52,718,-6150162.0,124.05913273772559,22,310,12,0,1,1,0
125.49,198,28900359.0,75.52156756668822,10,194,4,1,0,0,0
64.92,27971,-24112114.0,43.952001950484636,12,571,5,0,2,1,0
128.23,606,7058995.0,85.44927281074342,12,480,12,0,0,0,0
7.37,589,-3510905.0,121.24653091179493,23,586,0,1,1,1,0
126.3,1645,-13927163.0,109.93239196836315,7,480,12,1,1,1,0
79.15,133,-8716213.0,51.10788559274368,4,363,3,0,0,1,0
217.48,3684,13065604.0,92.17148394854988,4,678,4,0,1,0,0
58.23,191096,19596125.0,111.89913477486053,2,381,2,0,1,0,0
73.86,263,-1.0,104.35205056544697,3,92,2,0,1,1,0
44.35,207,3828874.0,92.22664808353514,23,41,6,1,1,0,0
226.67,35371,-11233664.0,150.2912084140561,10,316,4,0,1,1,0
72.07,123,-13480948.0,62.130969340966416,22,159,10,1,0,1,0
59.51,19408,1426779.0,41.30607699874194,4,4,3,1,2,0,0
102.43,7268,-27492511.0,47.961215080560265,16,171,5,1,0,1,0
8.04,149,827524.0,66.61038112877706,2,379,8,0,0,0,0
331.85,269,-8867143.0,8.699202556883911,21,490,6,1,2,1,0
3.52,1241364,-10055853.0,89.06618395310355,19,501,13,1,0,1,0
6.76,3805,478810.0,92.20230695729862,16,203,13,0,1,0,0
26.05,4056,31978659.0,107.00291644997348,19,283,1,0,1,0,0
49.79,757530,-11771453.0,6.011716719241186,9,678,4,1,2,1,0
5.07,5662,22681311.0,75.34475042644038,1,59,8,1,0,0,0
5.8,1490,8429575.0,97.8346730090138,1,59,8,0,1,0,0
1.55,38912,22370912.0,56.119209596398804,13,319,10,1,0,0,0
127.51,107941,17582712.0,59.31482830399621,2,521,9,0,0,0,0
112.8,1666,3505248.0,108.14197676274964,3,345,4,1,1,0,0
1.38,1288,955695.0,125.99921000708294,5,265,9,0,1,0,0
92.92,277,1579307.0,95.69166835326558,4,8,11,1,1,0,0
17.5,276896,21720459.0,83.71059865948848,22,190,0,1,0,0,0
68.2,6120,14823205.0,54.37110779583306,19,485,1,0,0,0,0
80.34,1126,-11873065.0,45.09717711338704,12,619,0,1,0,1,0
54.75,471,-38548201.0,111.19983389034391,3,332,2,1,1,1,0
45.7,5196,-11092412.0,122.8025252872897,12,46,6,1,1,1,0
43.11,34882,11296495.0,42.48299621035427,13,319,10,0,2,0,0
9.05,122111,-1.0,117.26075220245596,19,561,1,1,1,1,0
28.17,42817,14956303.0,98.25965491620828,18,139,0,0,1,0,0
29.86,84106,-21631929.0,43.664169860888734,17,492,6,0,2,1,0
71.8,61,8947780.0,49.18434710638897,6,462,12,0,0,0,0
33.39,1745,15139046.0,96.91225026485024,14,254,10,0,1,0,0
61.55,105549,14990397.0,64.5229225208756,18,317,0,1,0,0,0
106.17,191096,-15296411.0,96.05756243929297,10,131,12,0,1,1,0
9.38,633,-10851634.0,33.305504029912015,3,142,8,1,2,1,0
37.67,972,30160914.0,117.28249613939421,16,652,7,1,1,0,0
76.36,19408,8008228.0,104.44026870102653,16,380,5,1,1,0,0
2.0,2971,9328896.0,55.74103776129552,2,156,9,1,0,0,0
6.02,3343,-13537893.0,80.04999651510283,20,294,0,0,0,1,0
20.39,85,-10396886.0,60.951987075052315,3,96,3,0,0,1,0
14.78,475,7879015.0,67.78368632472261,20,611,5,0,0,0,0
85.21,579,-7621500.0,119.01620085477654,18,455,7,0,1,1,0
139.72,92043,-16173460.0,112.20520299507818,22,155,6,0,1,1,0
24.72,757530,-10177774.0,120.22936002881326,20,81,0,1,1,1,0
40.16,471,12657088.0,67.95481528551824,4,119,2,1,0,0,0
8.05,4049,-12793953.0,85.99752004690887,8,174,11,0,0,1,0
28.67,1139,-2374040.0,75.03140726442074,5,24,2,0,0,1,0
2.87,1472,-8706316.0,139.0727833890547,8,142,8,0,1,1,0
65.94,1446,-4835145.0,103.07298591420476,5,497,2,1,1,1,0
41.92,18182,-26264365.0,87.02072726471572,14,45,7,1,0,1,0
76.23,23,-21177134.0,101.98579281257238,5,231,2,0,1,1,0
5.84,310,7102082.0,93.79990322556266,19,301,8,0,1,0,0
103.99,571,24107139.0,25.331048878554032,9,282,11,0,2,0,0
2.94,1420,5866827.0,109.28485549743968,10,298,9,0,1,0,0
73.3,824,-415790.0,62.485103119979605,23,138,5,1,0,1,0
63.0,5662,-35852752.0,97.21405734207158,11,119,2,1,1,1,0
154.09,1132,17237471.0,101.22740115337167,10,12,4,1,1,0,0
216.97,4664,-7056399.0,62.26363215721567,12,651,7,1,0,1,0
17.07,71335,3009294.0,110.32021393013413,23,264,7,1,1,0,0
12.25,337,11536392.0,92.86161347467502,22,469,7,0,1,0,0
29.0,647,-20441652.0,95.53222648275111,23,489,10,0,1,1,0
8.57,1725,12349236.0,123.8315887730143,9,528,11,0,1,0,0
20.49,1312922,-30751425.0,76.20615534150238,23,565,7,0,0,1,0
119.97,126,24708079.0,90.47621651371706,7,627,12,1,1,0,0
5.29,241,2137874.0,102.8342816222464,18,237,11,0,1,0,0
62.92,46,6368188.0,94.069103529099,15,257,7,0,1,0,0
41.77,18408,-10012081.0,115.58576824762137,21,215,1,1,1,1,0
5.93,85,-4560337.0,44.43290783019612,15,502,11,0,2,1,0
8.67,260,-8338916.0,108.78878802459353,0,246,12,0,1,1,0
1.7,381459,4566353.0,44.876072352683984,15,621,13,1,2,0,0
3.79,27971,2763886.0,109.74642368365785,20,50,7,0,1,0,0
32.13,1979,-14431210.0,71.93520948926842,22,492,6,1,0,1,0
57.22,1446,-11252253.0,83.78588346714281,16,356,1,1,0,1,0
658.07,427,-4159656.0,107.0969665445448,11,191,9,0,1,1,0
163.83,519,-1.0,61.19209879033477,4,466,4,1,0,1,0
105.58,13973,-2984115.0,114.36782441343664,19,382,10,0,1,1,0
6.31,276896,-23517969.0,29.97992134981786,20,180,5,1,2,1,0
52.37,7268,33232961.0,107.63611658138838,2,87,4,1,1,0,0
28.26,4677,-13649367.0,46.577843256106355,20,14,5,1,0,1,0
34.4,42817,-11558678.0,117.9564756581223,14,288,0,0,1,1,0
2.37,1190,-6514567.0,94.94360592075913,2,475,8,0,1,1,0
36.25,695,-32290353.0,39.3749340183653,11,444,2,1,2,1,0
35.21,1504,-13604746.0,110.51862140507619,3,156,9,1,1,1,0
67.66,4542,-5552163.0,92.63354691087713,15,87,4,0,1,1,0
5.05,450,-17503556.0,20.689585902847647,8,189,11,1,2,1,0
45.92,7268,16166428.0,125.03993912447379,20,490,6,1,1,0,0
50.13,35705,11908634.0,68.8738944312326,1,82,9,1,0,0,0
84.72,47,31213612.0,119.48686403096559,7,498,2,1,1,0,0
108.4,4729,13063491.0,16.814840753346825,18,333,6,1,2,0,0
31.49,27971,-9861267.0,110.96704731184032,21,686,1,0,1,1,0
125.72,832,-5443636.0,104.83537400193933,4,627,12,1,1,1,0
20.88,9521,6924115.0,79.20338613950308,19,553,7,0,0,0,0
76.28,49,3679761.0,54.918177682299266,13,380,5,1,0,0,0
51.46,899,8141010.0,98.04186726651452,21,450,0,1,1,0,0
6.78,46,-5584525.0,111.42150450069973,22,46,6,0,1,1,0
16.43,54767,-14013474.0,57.96303801486759,15,529,7,1,0,1,0
53.97,743,26160767.0,102.7579730084328,18,500,10,0,1,0,0
65.08,229,1379404.0,135.29066705175887,15,278,1,1,1,0,0
14.61,5211,1738707.0,105.85747145105351,20,289,0,1,1,0,0
41.0,1654,-11624822.0,58.95368242926049,7,615,9,1,0,1,0
171.15,2872,-28722644.0,52.49990840622262,16,581,6,0,0,1,0
7.48,757530,3857377.0,110.30026153548218,14,480,12,1,1,0,0
237.15,2872,-10162885.0,48.15059439152273,6,217,4,0,0,1,0
61.32,2691,25341677.0,90.2744474881014,19,657,1,0,1,0,0
217.82,224256,-29010836.0,52.78374148927808,9,329,4,0,0,1,0
79.03,45303,-9112214.0,67.28551060806252,0,93,9,0,0,1,0
5.9,61,-16330174.0,58.106417022469245,7,70,11,0,0,1,0
128.53,4533,7122051.0,46.27649669039317,12,651,7,1,0,0,0
105.59,54287,38257332.0,127.85018858997891,17,558,6,0,1,0,0
22.34,46,-16758489.0,61.14760674350022,14,577,10,0,0,1,0
37.24,606,-3332844.0,32.22173028580118,22,391,7,0,2,1,0
5.71,7268,6350395.0,106.73255605163776,21,313,1,1,1,0,0
41.04,1970,-25402331.0,43.86488357123636,14,100,6,0,2,1,0
126.38,633,4941027.0,88.99223952355042,6,270,4,1,0,0,0
42.87,6508,2329749.0,61.525758004290445,17,38,7,0,0,0,0
66.86,836,615243.0,55.361405300607835,16,637,0,0,0,0,0
3.84,9587,-32664554.0,133.60946319023452,21,621,13,0,1,1,0
7.89,18408,-9215854.0,68.12044967313103,23,174,11,1,0,1,0
43.09,743,-8824842.0,91.82586179884865,14,592,9,0,1,1,0
64.97,1302,17140334.0,86.31826851959417,15,412,1,1,0,0,0
4.21,2456,-22692538.0,108.32816417342306,14,211,6,0,1,1,0
67.27,365,11755588.0,87.01949816855266,6,365,2,1,0,0,0
83.27,15426,-4611269.0,132.39678543724386,0,522,2,0,1,1,0
50.27,1420,-42083016.0,36.69161613015405,14,368,1,0,2,1,0
5.45,1312922,-27917649.0,61.50221840555756,19,684,10,0,0,1,0
14.94,198,20737832.0,86.03060256588944,19,666,0,1,0,0,0
32.02,320420,-18845014.0,27.441963514809494,17,408,10,0,2,1,0
9.61,4290,12106572.0,79.88344717988197,16,233,13,1,0,0,0
73.75,61,24943384.0,97.62963137085792,23,652,7,0,1,0,0
76.97,269,-20574812.0,106.32316573501039,1,354,8,1,1,1,0
55.18,93193,1294394.0,88.14556541752125,17,133,0,1,0,0,0
2.79,2504700,-16502041.0,31.92729336475705,13,403,12,0,2,1,0
32.35,77,24946344.0,139.81541676540087,11,631,3,0,1,0,0
