amt,city_pop,recency,displacement,Time,merchant_,category_,gender_,location_,recency_segment_,is_fraud
103.86,376,-10683519.0,57.57386994439866,12,612,7,1,0,1,0
76.48,21902,-3792524.0,108.64019856278613,18,552,6,0,1,1,0
93.12,736284,33177705.0,101.18728394048826,7,316,4,0,1,0,0
25.92,378909,-38798862.0,91.80278747675989,16,509,1,0,1,1,0
8.05,178,1883264.0,40.58799913549327,15,491,12,0,2,0,0
109.78,50835,-5182230.0,111.08630402043069,16,311,11,0,1,1,0
80.3,601723,14043857.0,102.65902155946489,9,381,2,1,1,0,0
9.27,6018,-28914444.0,57.66147752124063,6,475,8,1,0,1,0
9.84,59744,-9104.0,75.31110441733564,6,172,8,0,0,1,0
86.53,932,-25819555.0,138.0489275440848,6,238,11,0,1,1,0
31.89,20328,3048536.0,115.21710117868464,13,642,1,1,1,0,0
69.16,413574,5475368.0,66.97783695045507,5,573,1,0,0,0,0
86.05,2457,-5239321.0,112.56722230461709,15,279,6,1,1,1,0
58.28,35439,-7767299.0,87.6022428117274,11,92,2,1,0,1,0
55.04,1263321,-749568.0,32.35368614028591,8,412,1,1,2,1,0
16.85,73,-10587071.0,127.62092916181507,23,76,7,0,1,1,0
74.64,804,-15652990.0,20.96904802647259,10,605,2,1,2,1,0
2.85,1766,-25734945.0,141.7245230493767,18,599,1,0,1,1,0
196.42,5760,-4965255.0,65.29876102733097,8,146,4,0,0,1,0
8.84,348,529639.0,70.61484342449424,2,670,12,1,0,0,0
72.59,565,4650964.0,107.3927991296504,21,433,10,1,1,0,0
97.93,1810,1333575.0,101.41800563773974,5,543,4,0,1,0,0
72.56,54767,11785116.0,26.709943838118438,2,365,2,1,2,0,0
49.72,1571,-179790.0,114.80981029170353,11,363,3,1,1,1,0
5.48,32891,17319463.0,97.91680118785341,23,220,10,1,1,0,0
4.47,1791,20990220.0,115.65412022719605,18,204,5,0,1,0,0
5.97,76,14248437.0,102.70366629210531,5,53,12,1,1,0,0
151.81,1925,-777942.0,109.64480246315837,3,189,11,0,1,1,0
52.22,271,-11165262.0,25.08566708560832,10,539,3,0,2,1,0
122.86,50835,2620754.0,106.3667752530588,21,54,10,0,1,0,0
15.62,545147,-18055279.0,53.02656359063995,22,496,7,0,0,1,0
55.8,12335,-3307561.0,115.6492608775988,14,205,1,0,1,1,0
27.24,5927,6154292.0,47.28926417325588,23,469,7,1,0,0,0
139.9,741,473291.0,54.502814271048216,13,32,12,1,0,0,0
2.91,1383,-19808883.0,112.29798652795276,7,304,11,1,1,1,0
192.21,3343,12065442.0,101.59812104845243,20,15,6,0,1,0,0
2.4,391389,15342576.0,36.11426980353649,12,544,13,0,2,0,0
4.15,1186,8958385.0,62.84645483665434,23,673,9,0,0,0,0
17.46,932,3492580.0,77.65237367283592,13,81,0,0,0,0,0
6.97,328,-7137292.0,99.21518292818853,19,104,1,0,1,1,0
1.31,6006,-4344225.0,20.974110562168462,14,552,6,1,2,1,0
119.26,313,-26991172.0,83.711442947978,6,316,4,0,0,1,0
60.56,4729,-21560307.0,64.3896349288795,1,463,2,1,0,1,0
125.8,1324,-921174.0,67.98440264205414,11,241,4,0,0,1,0
22.88,1078,-20421420.0,108.62380478705974,19,161,10,0,1,1,0
51.36,12335,-19966515.0,92.87420540782338,21,34,1,0,1,1,0
5.38,79613,-7330384.0,99.46108053255054,6,431,9,0,1,1,0
1.58,22305,1929576.0,80.69092264826975,5,288,0,0,0,0,0
92.03,964,-10371267.0,50.57108141507935,1,256,11,1,0,1,0
270.41,54287,27669965.0,64.632286727741,1,523,8,0,0,0,0
24.62,863,11304368.0,91.8042063440405,15,620,5,0,1,0,0
1.46,378909,10100890.0,118.83751525858028,21,284,12,0,1,0,0
9.13,6006,-4866050.0,87.78672985037859,12,580,9,1,0,1,0
52.43,50835,20374820.0,117.2155505279482,20,74,10,0,1,0,0
67.04,26551,-41766743.0,104.36348712164978,15,679,6,0,1,1,0
201.67,545147,3998724.0,52.03077664187879,7,29,4,0,0,0,0
96.02,16183,-3158443.0,99.22197207948665,20,237,11,0,1,1,0
4.5,2368,-18656575.0,86.16108393485476,16,185,5,0,0,1,0
48.71,37,-13520977.0,18.555243143480453,5,474,2,0,2,1,0
77.28,5875,-3113227.0,105.70968086244713,11,613,3,0,1,1,0
2.24,6841,1623137.0,57.62165454296025,12,316,1,0,0,0,0
320.68,467,11053357.0,114.52860861687982,18,624,5,0,1,0,0
47.12,741,-682658.0,122.51963622302553,21,61,7,1,1,1,0
150.03,1178,-2229941.0,4.33521548171547,3,130,4,0,2,1,0
69.93,71463,32474373.0,117.93661031030737,23,455,7,1,1,0,0
103.64,48194,-13883902.0,88.62023441123257,20,471,6,1,0,1,0
61.52,24645,6174385.0,101.35916993308881,22,369,7,0,1,0,0
201.73,9512,17792606.0,60.30358808392256,7,217,4,0,0,0,0
358.47,4512,36602.0,20.046264904889195,13,53,12,0,2,0,0
21.51,74,12113158.0,119.30472508979031,20,296,10,1,1,0,0
110.11,1442,-15436250.0,81.0258449870629,10,504,11,1,0,1,0
201.53,224256,7266434.0,17.983300952588863,20,240,5,0,2,0,0
7.77,736284,-4571479.0,40.711094355726686,11,431,9,0,2,1,0
2.88,321,13147913.0,97.2902837294632,23,618,9,0,1,0,0
157.36,910148,-27029818.0,51.3380168383448,9,459,4,0,0,1,0
49.09,1847,-1232968.0,64.94881247307316,18,569,1,0,0,1,0
3.23,642,2163167.0,69.45957057120567,4,513,9,0,0,0,0
9.72,105638,-28963440.0,28.515515730387712,23,516,13,0,2,1,0
5.7,3996,-5252656.0,85.91612391757991,20,465,10,1,0,1,0
58.65,1656,-15019303.0,35.749790075383956,20,170,1,1,2,1,0
75.76,140,-24495390.0,36.82124353638273,13,124,5,1,2,1,0
110.74,32891,11143060.0,64.40180421771515,23,596,6,1,0,0,0
6.21,1493,-4336539.0,102.12835724383534,17,495,7,0,1,1,0
38.31,9784,25321283.0,94.89576376000153,10,509,1,1,1,0,0
6.01,5875,12539510.0,63.391234760777536,17,430,11,0,0,0,0
82.44,965,-1329189.0,121.89651182821291,17,89,6,1,1,1,0
11.61,43,2397038.0,105.52680860037141,12,170,1,0,1,0,0
114.19,1804,-3993287.0,72.67644315146009,9,268,4,1,0,1,0
36.44,630,37849241.0,103.74128881083293,17,485,1,0,1,0,0
2.19,310,18047658.0,78.58642334278039,15,287,12,0,0,0,0
6.98,276002,18107486.0,75.53998004161011,11,237,11,0,0,0,0
36.94,1120,-12673832.0,85.48441618833264,14,215,1,1,0,1,0
9.29,36438,31194534.0,57.72936672512284,0,379,8,0,0,0,0
60.35,350,11631620.0,66.11022518755343,13,145,0,0,0,0,0
40.76,1312,15866168.0,81.18176729054572,17,408,10,1,0,0,0
3.99,14228,-17085024.0,71.3103634792202,13,154,13,0,0,1,0
75.92,1532,-5075744.0,101.2681562458909,17,180,5,1,1,1,0
133.73,2607,-8151253.0,25.86906123664528,11,415,4,0,2,1,0
9.48,241,32704690.0,32.296730394925525,12,649,11,0,2,0,0
96.81,3119,-11107309.0,75.13950168715525,4,29,4,0,0,1,0
12.64,2661,-5662615.0,53.85242992794367,11,390,0,1,0,1,0
191.41,4074,-6687800.0,88.51717535906018,10,563,4,0,0,1,0
28.09,3430,21694422.0,75.04886672832376,15,283,1,0,0,0,0
85.74,50835,-20848037.0,75.2200755450045,13,492,6,0,0,1,0
82.12,13602,-4274186.0,129.4601321003007,12,636,5,1,1,1,0
2.29,1810,-9504390.0,86.47889470699975,17,277,12,0,0,1,0
82.5,1051,19798668.0,81.78856006733758,1,309,4,0,0,0,0
97.79,2836,-31993533.0,102.04101043769833,14,180,5,1,1,1,0
63.92,571,15135411.0,73.36952732080839,8,444,2,1,0,0,0
5.87,718,6448818.0,120.36092916031612,13,670,12,0,1,0,0
1.8,3119,10489175.0,98.23217026820278,10,72,11,0,1,0,0
11.57,5216,7787647.0,102.20604634497583,23,640,12,0,1,0,0
44.03,27829,-5426970.0,56.796062658520576,4,86,4,0,0,1,0
80.64,601723,-34417206.0,89.25339611259837,18,111,6,1,0,1,0
83.24,969,-25535995.0,105.95750734656086,21,562,7,0,1,1,0
53.55,969,-12797665.0,76.91583100840724,15,164,6,0,0,1,0
3.5,7163,7209074.0,92.7121032971562,13,489,10,1,1,0,0
49.28,459921,131829.0,121.04725124854723,18,192,7,0,1,0,0
87.34,1532,1244606.0,112.24677673783621,17,538,0,1,1,0,0
62.15,601723,-27805334.0,70.04112520339832,22,515,5,0,0,1,0
31.76,19054,-24239303.0,93.90909668051215,3,436,3,1,1,1,0
13.74,276002,-23327331.0,47.618595662397766,9,238,11,0,0,1,0
24.18,46563,-21875708.0,120.22272140213198,13,104,1,0,1,1,0
1.89,5760,122553.0,38.688837076015595,0,669,9,0,2,0,0
64.34,2661,-25693765.0,63.94500585770985,2,86,4,1,0,1,0
110.21,2408,-2104633.0,87.15380626086704,17,587,9,0,0,1,0
105.33,530,-18571516.0,125.62923923766596,1,146,4,0,1,1,0
29.11,1443,-6409919.0,88.94687307609551,18,234,7,0,0,1,0
3.06,165556,-13037560.0,104.57086698895746,19,392,11,0,1,1,0
264.07,111,10828148.0,91.10542772903035,13,618,9,1,1,0,0
100.27,741,-4761552.0,102.49796225109297,6,459,4,1,1,1,0
21.65,493806,475951.0,104.29900913867337,18,350,5,1,1,0,0
20.0,341,-11125716.0,104.91676229969742,17,370,1,0,1,1,0
246.42,32891,-9484118.0,82.65769218779616,12,480,12,1,0,1,0
2.34,5666,-10630291.0,71.48605221689142,17,443,11,1,0,1,0
4.69,2799,33211267.0,102.16494394170768,10,70,11,0,1,0,0
9.99,1078,-10730947.0,38.135445458120174,10,327,8,0,2,1,0
2.05,1810,-8096379.0,41.19772309658043,17,593,11,0,2,1,0
2.8,13422,-15274918.0,50.519089943840896,9,629,9,1,0,1,0
10.99,493806,-4479491.0,108.79386403568115,20,437,0,1,1,1,0
5.83,601723,-886675.0,101.46699854287318,2,448,8,1,1,1,0
54.23,378909,16098374.0,109.66675674271528,12,471,6,0,1,0,0
2.7,736284,8744886.0,90.07496597970494,9,400,12,0,1,0,0
7.8,163415,-32930289.0,89.47247939929298,17,139,0,0,0,1,0
105.77,540,12735059.0,11.762848570160243,16,402,6,0,2,0,0
4.38,5726,-736036.0,92.12177699254592,8,462,12,0,1,1,0
7.41,3776,-9845831.0,44.25238411383541,22,489,10,1,2,1,0
55.83,21902,-2979361.0,69.3849876875855,6,103,2,0,0,1,0
13.29,4074,27307855.0,93.14230529128797,20,17,12,0,1,0,0
39.18,35371,-10687937.0,133.08807776117777,7,330,3,0,1,1,0
208.89,186140,-1906575.0,77.30368863810392,3,20,4,0,0,1,0
28.37,5875,-4142162.0,91.11950287212301,17,684,10,0,1,1,0
37.95,910148,-15625614.0,71.31863492822858,21,274,5,0,0,1,0
49.85,99,24163948.0,54.66036318694576,20,180,5,0,0,0,0
4.25,307,6051467.0,92.17976813992284,16,413,6,0,1,0,0
8.96,5760,-18075220.0,47.490197234364075,23,287,12,0,0,1,0
100.69,25459,-19505597.0,115.62606175724355,18,519,7,1,1,1,0
24.35,4081,-33220682.0,46.35640176793904,6,282,11,1,0,1,0
31.54,16183,-2100599.0,90.9122804327845,12,338,10,0,1,1,0
58.98,836,4159516.0,78.0823981554571,20,506,6,0,0,0,0
4.69,606,-15925496.0,94.97227620001512,15,686,1,0,1,1,0
4.88,320,-475421.0,61.91946403000726,5,592,9,0,0,1,0
64.52,1383,2436501.0,108.51330463893642,11,24,2,1,1,0,0
44.84,4729,31349.0,108.67378901076242,0,25,4,1,1,0,0
6.11,37,-647507.0,98.56864870065839,2,409,12,0,1,1,0
3.43,3263,-11774236.0,107.97686113396392,4,454,12,1,1,1,0
50.27,459921,8401137.0,16.16866638170581,8,470,0,1,2,0,0
20.31,1412,-15122836.0,56.9482146456317,23,512,6,0,0,1,0
119.92,885,-14347352.0,96.71738451250354,11,608,4,1,1,1,0
1.9,21902,22172575.0,104.71334265453751,23,659,12,0,1,0,0
62.13,1595797,-10336281.0,115.43077068779644,8,497,2,1,1,1,0
106.31,630,-1.0,90.88072610666,19,576,1,0,1,1,0
8.19,718,-14089894.0,44.41211291791708,20,687,11,0,2,1,0
50.89,741,25707895.0,86.99143871230581,17,519,7,1,0,0,0
14.71,86954,-29270601.0,106.3415428270091,22,666,0,1,1,1,0
51.27,24536,-1207992.0,71.7648166318806,17,397,10,0,0,1,0
14.67,213,-12837210.0,95.33474119209328,23,667,7,0,1,1,0
7.13,165556,3623884.0,98.29137510424036,16,659,12,0,1,0,0
4.91,19054,-15860733.0,116.45193904105649,21,568,13,1,1,1,0
3.94,5760,19953353.0,117.4227301300189,19,671,7,0,1,0,0
222.26,10076,22746265.0,88.9000422149931,2,427,4,0,0,0,0
80.96,581,18021527.0,122.98474956980056,0,607,2,0,1,0,0
102.22,1791,-29984991.0,85.36649526429038,4,466,4,0,0,1,0
1.68,1312922,39197889.0,108.96635814973969,20,185,5,0,1,0,0
68.44,36438,-12347397.0,102.24715581993635,0,582,3,0,1,1,0
39.71,836,-1979778.0,101.88164240703276,8,381,2,0,1,1,0
65.87,3289,-2850992.0,95.31367336924934,1,77,2,0,1,1,0
6.11,106,-17976927.0,118.40886515385543,20,354,8,0,1,1,0
3.0,1760,-2032915.0,12.7313444662258,16,150,13,0,2,1,0
166.87,642,-639147.0,23.05216835904669,4,572,4,0,2,1,0
60.95,14228,9912950.0,65.11021250882338,13,430,11,0,0,0,0
29.9,4074,-18926754.0,90.38037815937959,12,398,7,0,1,1,0
37.31,7163,-30822761.0,116.00997259590405,19,684,10,1,1,1,0
99.23,1563,-1225750.0,63.773731472025666,23,450,0,0,0,1,0
77.75,479994,17165295.0,87.75317363382904,5,583,9,0,0,0,0
41.58,3495,9119678.0,51.30600541092245,23,105,5,0,0,0,0
4.83,16183,-13981218.0,107.89288730599753,21,421,11,0,1,1,0
21.29,1725,-29984902.0,87.92149843997417,12,449,10,0,0,1,0
3.26,84861,-2078884.0,74.57769026154197,8,28,0,1,0,1,0
10.85,2501,5661249.0,69.08804585532202,12,686,1,1,0,0,0
104.9,724,13018690.0,101.26422249008682,13,271,8,0,1,0,0
256.92,237282,-35533456.0,66.45682395726591,9,355,8,0,0,1,0
69.31,3766,-4802976.0,86.94246964660351,2,365,2,1,0,1,0
9.22,11751,8318780.0,20.845864593679142,11,224,12,0,2,0,0
95.14,964,61792.0,120.29779226731388,10,27,11,1,1,0,0
8.45,1925,-17425758.0,84.32379163211907,23,646,13,0,0,1,0
75.1,116001,11384903.0,102.62639244639185,4,147,4,1,1,0,0
6.35,7163,28095675.0,30.71238123765881,12,638,9,1,2,0,0
94.01,841711,-1533087.0,104.86955333335347,6,607,2,1,1,1,0
100.93,836,39853676.0,88.30447245268202,20,197,7,0,0,0,0
224.37,88735,22885985.0,119.8241332190747,11,472,4,0,1,0,0
24.82,10256,-805415.0,94.26125430128329,23,614,6,0,1,1,0
91.96,230,-22217210.0,66.14417560563425,18,94,4,0,0,1,0
4.86,1078,-13995883.0,50.84867487590303,16,424,7,0,0,1,0
121.46,302,23512198.0,42.65275678504239,0,146,4,0,2,0,0
78.75,19054,-29784293.0,90.36084313963148,9,407,2,1,1,1,0
52.88,139650,-6867065.0,129.05558413324178,0,128,1,1,1,1,0
89.76,365,12585397.0,151.37076966968968,9,678,4,1,1,0,0
213.11,18128,29231118.0,137.67797348587143,4,466,4,0,1,0,0
47.89,795,-1592438.0,112.16859790755042,9,291,3,1,1,1,0
1.05,391389,-12536644.0,61.86212248401866,12,318,13,0,0,1,0
78.05,1725,-29614054.0,97.70774712724152,18,406,5,0,1,1,0
2.14,7163,-28244186.0,114.31290561677005,17,670,12,1,1,1,0
8.16,95035,11578819.0,73.42691970726406,22,571,11,1,0,0,0
42.85,21635,-16439001.0,74.18418753426694,11,436,3,1,0,1,0
64.58,2211,-7658287.0,36.70022677316444,20,191,13,0,2,1,0
31.02,298,-5687721.0,75.93072423217983,7,434,8,1,0,1,0
51.82,71463,21449283.0,100.75674104838798,21,207,5,1,1,0,0
55.49,1019,-9146299.0,80.26581913196802,0,650,3,0,0,1,0
60.98,804,-15348985.0,116.67764908038117,3,488,2,1,1,1,0
7.54,1186,-24535484.0,124.94644370037123,16,421,11,0,1,1,0
59.08,344,-26505327.0,105.73444741765925,20,207,5,0,1,1,0
3.92,22305,7842308.0,95.33462114214001,18,621,13,0,1,0,0
7.42,5875,29114632.0,91.00747857210695,14,53,12,0,1,0,0
112.81,10076,-11215933.0,134.52278562596638,18,536,11,0,1,1,0
