amt,city_pop,recency,displacement,Time,merchant_,category_,gender_,location_,recency_segment_,is_fraud
37.65,248,-15319851.0,27.613450851598124,23,391,7,0,2,1,0
56.21,1420,-26194042.0,100.80791650608691,6,323,0,0,1,1,0
9.58,530,-30058711.0,129.61656167904056,13,318,13,0,1,1,0
55.06,1126,704608.0,55.50603663798869,20,104,1,1,0,0,0
7.1,1939,14863579.0,111.8263750377495,18,150,13,1,1,0,0
160.28,2078,-23965895.0,72.00504708466575,3,12,4,0,0,1,0
177.01,1312922,6637156.0,92.8872570948055,3,194,4,0,1,0,0
8.85,92608,22892773.0,101.66649997517507,19,310,12,1,1,0,0
33.46,899,-4069440.0,77.48632338230895,15,319,10,1,0,1,0
71.06,277,-12445561.0,101.92622444462647,20,465,10,1,1,1,0
98.14,1446,10313395.0,89.4310700162995,6,336,4,1,0,0,0
21.73,1749,-18806575.0,85.76525178337566,19,28,0,0,0,1,0
7.73,7268,5705500.0,94.59575382060531,2,434,8,1,1,0,0
26.66,9587,32691961.0,28.704285046886323,20,85,7,0,2,0,0
134.63,841711,-10729476.0,79.14328099780154,6,173,3,1,0,1,0
45.57,1666,-20190193.0,39.30636610414839,22,396,7,1,2,1,0
45.61,105549,-6489284.0,84.40371729630063,12,106,0,1,0,1,0
46.2,8874,-11587274.0,55.627703278715,17,680,6,0,0,1,0
16.77,302,7372043.0,124.86676129175788,23,362,6,0,1,0,0
28.69,269,-5307025.0,26.492502042570987,7,224,12,1,2,1,0
40.74,641349,-580253.0,93.44619937461574,21,527,13,0,1,1,0
4.71,471,14377016.0,37.439317156631894,21,441,13,1,2,0,0
9.78,100,13649590.0,34.79504190889375,13,593,11,0,2,0,0
189.83,917,15254774.0,87.62787557720945,23,262,10,0,0,0,0
291.16,84106,-10060911.0,76.64175864369872,22,630,11,0,0,1,0
84.01,2304,27642058.0,67.60657580978288,21,562,7,1,0,0,0
85.34,2054,6292056.0,88.3399978619232,8,359,4,1,0,0,0
4.5,1645,34186014.0,64.12987546629469,19,460,1,0,0,0,0
41.08,217,14371143.0,149.99313701507504,5,92,2,0,1,0,0
125.64,471,25424791.0,116.40498870929142,2,94,4,1,1,0,0
50.64,60,-8407429.0,78.28202500459815,11,55,2,1,0,1,0
57.53,53,-13176050.0,80.31519132642707,14,685,1,1,0,1,0
4.81,27971,-33548603.0,37.3421613766234,13,138,5,0,2,1,0
194.39,84106,-14516118.0,81.63091178783723,17,35,10,0,0,1,0
4.98,166081,15606327.0,146.9014166985965,13,290,8,0,1,0,0
62.3,337,40544764.0,104.54642546798699,16,102,5,0,1,0,0
4.97,8874,1376361.0,103.39352013602422,18,50,7,0,1,0,0
46.34,129,-37868287.0,107.89357205802251,15,552,6,1,1,1,0
50.49,286,4953170.0,140.43028929772314,18,50,7,1,1,0,0
582.02,92043,-879380.0,45.074111799906774,2,502,11,0,0,1,0
94.25,92043,1685203.0,122.32248747261673,21,685,1,0,1,0,0
58.86,5662,-3062491.0,32.73435257733023,21,213,6,1,2,1,0
111.01,2971,1848609.0,66.69488764223003,23,279,6,1,0,0,0
17.59,276896,9966029.0,74.61295829607394,21,536,11,1,0,0,0
9.62,1925,-13767608.0,97.89780036708798,13,154,13,0,1,1,0
5.32,77,7303733.0,69.11998437869808,12,574,0,0,0,0,0
185.28,54287,-15308553.0,57.14122443992355,12,606,7,0,0,1,0
93.87,123,14976823.0,41.25471495782827,1,678,4,1,2,0,0
12.93,3202,1995705.0,84.6814296594553,13,323,0,1,0,0,0
32.94,84106,35681313.0,100.8449333689228,13,155,6,0,1,0,0
52.73,673342,9598192.0,90.53708401775081,20,15,6,1,1,0,0
4.08,606,-4492685.0,130.60363510994816,17,65,8,0,1,1,0
12.0,337,-16283526.0,74.68599937300469,15,236,0,0,0,1,0
43.55,1126,11888406.0,104.6455560307931,15,667,7,1,1,0,0
107.79,463,-14587792.0,131.35112752016266,8,25,4,1,1,1,0
51.03,571,-28060242.0,81.80631840457595,2,625,2,0,0,1,0
68.75,34882,22477549.0,113.63614404846699,2,436,3,0,1,0,0
191.7,84106,-40700091.0,51.42100156890856,11,328,4,0,0,1,0
38.55,337,14581709.0,68.49974814727986,4,464,3,0,0,0,0
13.14,241,13176427.0,90.96289516359256,21,253,5,0,1,0,0
10.22,1506,-11579239.0,98.54005528313097,7,52,8,1,1,1,0
1.25,568,7066956.0,60.97521543208565,23,317,0,1,0,0,0
1.69,471,3011214.0,84.35325490943005,14,251,6,1,0,0,0
61.89,1645,36567864.0,49.813734474825786,23,19,1,1,0,0,0
44.81,310,8468208.0,120.05307514629125,21,490,6,0,1,0,0
51.17,1446,-12309447.0,50.81947294071937,3,589,3,1,0,1,0
21.25,1139,-959014.0,139.21249727385134,23,506,6,0,1,1,0
2.75,525713,40760132.0,13.26400326125556,16,519,7,0,2,0,0
32.84,641349,9574754.0,75.59210099568381,14,41,6,0,0,0,0
88.48,1979,-18114280.0,72.0402203176377,2,463,2,1,0,1,0
141.17,129,-36397655.0,66.58262908480145,9,308,4,1,0,1,0
84.43,832,15407133.0,111.20503989935298,21,40,0,1,1,0,0
120.96,725,-7693582.0,65.36996872331886,13,512,6,0,0,1,0
52.34,1288,-1167879.0,61.05371915220967,12,166,5,0,0,1,0
52.18,169,-31354325.0,34.538163737479096,18,161,10,1,2,1,0
138.3,54287,3640931.0,104.05391743269404,19,599,1,0,1,0,0
153.58,589,5606561.0,113.3585380196376,2,442,4,1,1,0,0
120.28,6120,27328963.0,102.2474982010185,22,491,12,0,1,0,0
20.64,1666,-24161409.0,67.23439426934414,14,333,6,1,0,1,0
127.74,297,4803455.0,86.05359299568238,10,87,4,0,0,0,0
4.39,4154,22178804.0,107.07242964463303,2,3,0,1,1,0,0
4.27,92043,-31688728.0,119.56560180024147,1,374,0,0,1,1,0
56.42,1645,-20638462.0,66.43643077246537,21,260,5,0,0,1,0
134.89,198,30240740.0,96.82054216241104,6,415,4,1,1,0,0
1015.12,23,3334816.0,98.77611882645783,7,142,8,0,1,0,0
182.64,260,414345.0,107.77989076559034,11,33,12,0,1,0,0
80.99,823,-2823516.0,106.00623749082906,13,420,6,1,1,1,0
78.27,213,-1955470.0,74.08483734036277,5,468,4,0,0,1,0
198.54,21125,12579162.0,123.82236168427184,5,336,4,0,1,0,0
24.67,1789,-33248308.0,145.43976218432385,22,160,5,0,1,1,0
133.65,53,-44310490.0,92.198813636347,11,659,12,1,1,1,0
104.58,757530,-30427364.0,81.23022141789461,19,482,7,1,0,1,0
168.43,247,26058697.0,11.012343382336667,8,12,4,0,2,0,0
15.47,269,11480378.0,105.38484193059477,18,493,5,1,1,0,0
118.04,932,-9144567.0,98.51194949024622,19,477,10,0,1,1,0
18.41,93193,-12320415.0,67.91867076159843,16,667,7,1,0,1,0
191.52,2906700,30295479.0,73.61206838439792,8,466,4,0,0,0,0
10.96,633,-1632228.0,49.965976523996076,13,169,7,1,0,1,0
13.17,46,-97948.0,82.78805308610183,17,160,5,0,0,1,0
66.68,214518,5437555.0,92.17017982134814,18,642,1,1,1,0,0
24.04,42384,-14852073.0,13.232211049714605,15,593,11,0,2,1,0
522.74,277,-276517.0,35.36294344076244,14,441,13,1,2,1,0
9.37,1789,29729746.0,99.76409096277582,13,110,9,0,1,0,0
1.17,1979,16133016.0,72.01407597363175,10,320,0,1,0,0,0
2.02,69,-19869626.0,70.23490621584963,15,57,9,0,0,1,0
36.55,973849,-1579503.0,120.07495473042675,19,19,1,0,1,1,0
25.68,878,-11083919.0,72.31262450317921,22,448,8,0,0,1,0
94.22,218,21899961.0,95.91263145502676,10,321,2,1,1,0,0
14.9,46,-24890763.0,85.57842781190111,18,300,8,0,0,1,0
14.36,648,-879503.0,108.36001075842786,15,663,6,1,1,1,0
49.81,110,-15439184.0,107.38964893359704,21,369,7,1,1,1,0
52.04,139,-6642958.0,52.06521978207967,16,596,6,0,0,1,0
12.74,42817,-24010170.0,77.59501478936703,17,50,7,0,0,1,0
98.17,9679,14049205.0,105.03296852124534,17,435,6,1,1,0,0
79.06,61,31277738.0,22.567576997356163,12,532,5,0,2,0,0
216.65,34882,-7298625.0,22.285015327580346,6,316,4,0,2,1,0
71.84,276896,3255703.0,111.49629290022622,6,208,2,1,1,0,0
9.84,973849,-14632582.0,79.01823029794623,2,327,8,0,0,1,0
63.19,35705,19727898.0,104.9390816285809,5,153,2,1,1,0,0
24.9,18408,-35215419.0,77.0881681704792,22,100,6,1,0,1,0
8.83,248,7844874.0,66.49394787715995,11,409,12,0,0,0,0
57.5,299480,-44742429.0,75.54515521078235,21,197,7,0,0,1,0
2.01,718,-15154735.0,146.78075450384884,23,665,10,0,1,1,0
1.61,128,-6990098.0,119.73849985401624,1,110,9,1,1,1,0
74.27,1302,14875417.0,71.57581850673847,14,614,6,1,0,0,0
286.01,1312922,-31415502.0,105.86054819515857,5,300,8,0,1,1,0
4.81,606,18725963.0,40.35486201179739,15,19,1,0,2,0,0
61.85,247,-9359201.0,127.87159801147772,17,496,7,0,1,1,0
211.58,2135,16338809.0,87.57485174650613,22,110,9,0,0,0,0
52.77,6006,-28419169.0,74.72264451123347,7,622,2,1,0,1,0
5.97,489,-7920931.0,60.11905079296255,20,109,13,0,0,1,0
117.1,299480,-29342654.0,99.86946420279963,20,30,10,0,1,1,0
20.16,23,-16906772.0,96.12337682408983,23,461,6,0,1,1,0
12.8,47772,7894587.0,112.14423802034455,14,226,5,1,1,0,0
412.41,680,29115459.0,133.51103697911535,5,434,8,1,1,0,0
6.66,191096,-1968311.0,101.12391917636755,7,189,11,0,1,1,0
20.1,7268,-9051153.0,66.13434289747876,18,500,10,1,0,1,0
10.0,276,7316931.0,139.34160045500067,20,286,13,0,1,0,0
1.43,8874,39375317.0,93.41889458765952,15,21,9,0,1,0,0
75.6,166081,-547506.0,44.578201812797026,8,358,2,0,2,1,0
2.63,151815,-11760375.0,100.95907524739044,23,583,9,1,1,1,0
192.32,2691,-3813176.0,78.43581430834594,3,217,4,0,0,1,0
46.2,1288,6276910.0,89.39480719633218,16,556,10,0,0,0,0
197.84,647,11151840.0,48.62476190584511,19,176,9,0,0,0,0
5.04,276,-7226369.0,76.75556723002731,16,41,6,0,0,1,0
79.23,743,41248222.0,113.78218901860218,21,226,5,0,1,0,0
1.2,258,-3673187.0,92.95049108380962,8,201,12,1,1,1,0
25.7,972,2564584.0,100.48679030027981,8,589,3,1,1,0,0
89.67,2872,-3888121.0,97.18782308490516,16,251,6,0,1,1,0
24.72,331,1131206.0,42.30051750459806,18,106,0,0,2,0,0
5.97,6120,-12655718.0,44.524066692719096,15,201,12,0,2,1,0
82.62,46,-1457824.0,29.773610632128882,11,43,2,0,2,1,0
64.26,743,-6315290.0,31.511095890813316,18,450,0,0,2,1,0
5.24,8874,-410525.0,81.09427243812044,12,618,9,0,0,1,0
52.01,260,14101927.0,77.39416100460645,11,231,2,0,0,0,0
9.27,85,2705994.0,108.28639572891335,18,13,11,0,1,0,0
59.98,1446,450.0,86.6295306873011,6,135,3,1,0,0,0
7.22,641349,-19865412.0,115.8087982053327,17,453,10,0,1,1,0
690.62,105549,-1279910.0,40.8665182473147,16,284,12,1,2,1,0
53.23,895,15507713.0,129.8261620225389,0,363,3,1,1,0,0
139.07,1131,2697223.0,93.14226863772348,4,359,4,0,1,0,0
30.87,2456,-31064910.0,114.69641179968184,8,51,3,0,1,1,0
3.63,2078,-28434265.0,123.94371216410156,18,45,7,0,1,1,0
55.41,9772,-9337214.0,119.59482764531982,12,66,7,1,1,1,0
59.47,260,-6816560.0,47.55354598528711,15,69,6,0,0,1,0
47.09,498,-29957204.0,129.366265370169,4,273,2,0,1,1,0
6.51,198,-39393123.0,88.43653997541995,16,490,6,1,0,1,0
12.0,1645,26664400.0,100.9683369546977,15,556,10,0,1,0,0
44.86,1312922,29848405.0,71.39330618276396,16,565,7,0,0,0,0
8.28,1241364,-12241917.0,72.79164520729721,7,281,8,1,0,1,0
74.77,1271,-2622151.0,52.72814375312128,4,321,2,0,0,1,0
5.85,100,19581940.0,107.046720427779,14,398,7,0,1,0,0
21.68,1179,-15472251.0,12.52005100574619,19,551,10,0,2,1,0
2.11,337,28348999.0,101.32022705209405,0,245,8,0,1,0,0
2.54,1426,10868622.0,42.985768252891866,21,19,1,1,2,0,0
29.76,1201,15149134.0,79.99376107010167,10,431,9,1,0,0,0
63.71,568,3161190.0,142.8899814805809,9,55,2,1,1,0,0
3.72,18760,16191342.0,115.79877795150243,0,687,11,1,1,0,0
74.28,85,20089329.0,87.1076088755374,15,658,7,0,0,0,0
83.59,2054,31074783.0,137.99211263867392,16,457,6,1,1,0,0
102.3,84106,2226528.0,102.95884078180165,13,662,0,0,1,0,0
46.91,1446,36797333.0,120.39590057321439,16,369,7,1,1,0,0
8.25,48194,444628.0,80.13189969881944,18,286,13,1,0,0,0
28.25,276,8122461.0,87.32273638022242,23,126,7,0,0,0,0
10.65,1312922,5268301.0,98.16545203918281,15,374,0,0,1,0,0
99.6,19408,8008778.0,31.297780452230494,17,122,7,1,2,0,0
6.72,47249,-7337532.0,60.79215918234803,19,633,13,1,0,1,0
45.79,475,2998213.0,101.58175142239976,8,607,2,0,1,0,0
5.5,525713,3780201.0,84.9156569887762,15,571,5,0,0,0,0
45.68,686,17671326.0,94.7193443664097,15,126,7,1,1,0,0
63.78,759,-24667525.0,39.247149391427264,18,126,7,0,2,1,0
1.9,93193,12818525.0,100.30585685172021,12,580,9,1,1,0,0
77.4,475,9476789.0,107.41018924599292,15,283,1,0,1,0,0
72.07,218,-10051053.0,81.46500547510747,10,381,2,1,0,1,0
73.43,565,-33122341.0,75.62062024637561,13,690,5,1,0,1,0
26.0,878,6954818.0,125.93185969604707,8,650,3,0,1,0,0
153.26,1312922,-18984845.0,110.58438448598652,20,510,11,0,1,1,0
9.14,172817,21570280.0,114.6930033458997,14,109,13,1,1,0,0
74.85,686,-6653235.0,39.9302788482693,14,579,5,1,2,1,0
13.34,18408,13815270.0,76.59774878327732,16,495,7,1,0,0,0
55.69,1645,21808764.0,42.569786309683,12,569,1,1,2,0,0
42.03,269,4738317.0,70.61351963393733,12,236,0,1,0,0,0
47.04,307,1249505.0,84.63963791389773,10,99,2,0,0,0,0
43.8,1661,-9445233.0,90.36546858673482,14,1,10,0,1,1,0
34.09,3684,-9100283.0,95.8251160562865,6,587,9,0,1,1,0
31.5,129,12453879.0,61.19151762121522,16,188,6,1,0,0,0
50.56,123,-3604135.0,80.76711559286902,6,280,3,1,0,1,0
23.59,13983,25961488.0,55.77714060965379,13,169,7,0,0,0,0
3.5,129,16938851.0,114.38792203495908,0,302,8,1,1,0,0
20.2,2807,13648416.0,111.14470860747463,19,240,5,0,1,0,0
1.47,759,18620730.0,10.84243688789971,22,377,13,0,2,0,0
6.73,1143,-9805755.0,72.02878309696489,0,524,8,0,0,1,0
68.49,54287,5778541.0,94.75152421525326,15,412,1,0,1,0,0
66.4,1680,-37542855.0,11.75405584511601,12,485,1,1,2,1,0
26.99,4005,8955077.0,90.24281777556892,23,254,10,1,1,0,0
104.01,277,-3905470.0,70.98361897580837,11,563,4,1,0,1,0
3.54,346,412992.0,42.118154020833174,12,640,12,0,2,0,0
5.89,633,-22706583.0,131.64832515125306,7,70,11,1,1,1,0
9.44,1241364,-22521932.0,115.17972458947642,0,374,0,1,1,1,0
4.3,3684,25511702.0,76.25581889443035,19,219,1,1,0,0,0
4.59,92043,-34239803.0,19.90458854843513,3,72,11,0,2,1,0
58.2,129,-9078942.0,70.72853730760569,1,272,2,1,0,1,0
54.78,307,12725963.0,64.85843279690913,12,266,0,0,0,0,0
1.98,2872,-16196529.0,99.82979347430552,17,375,13,0,1,1,0
53.37,3279,3084511.0,106.14113593369115,4,241,4,1,1,0,0
84.29,2408,26543017.0,99.10252743856334,22,641,9,0,1,0,0
51.96,2504700,21914876.0,102.24469359539901,4,330,3,0,1,0,0
39.5,1179,7173670.0,99.64757663439823,3,332,2,0,1,0,0
78.29,885,-4585248.0,92.30647853285781,22,540,5,1,1,1,0
97.85,1263321,-1.0,75.84593507831192,2,358,2,1,0,1,0
20.55,307,24249139.0,35.05982703874279,22,541,1,0,2,0,0
104.36,94014,20541743.0,111.78704634798538,19,100,6,0,1,0,0
36.65,18182,-21184102.0,94.54829039949135,3,589,3,1,1,1,0
73.08,1725,16327782.0,119.5805683807631,7,157,2,0,1,0,0
2.22,1530,26023113.0,69.5421752916183,22,403,12,0,0,0,0
532.29,84106,5370016.0,102.18022073413886,0,521,9,0,1,0,0
6.37,4508,24837937.0,112.09677455537657,6,597,8,0,1,0,0
191.96,54287,26341327.0,98.55800849451661,10,241,4,0,1,0,0
73.39,45303,32237045.0,25.01510101602869,8,92,2,0,2,0,0
38.74,94014,26075.0,15.004415673273424,21,319,10,0,2,0,0
58.1,31515,29844483.0,101.37910137349654,12,254,10,1,1,0,0
87.23,2078,15165592.0,64.5317676450175,4,225,9,0,0,0,0
16.92,308,-16183418.0,142.30503650090847,14,562,7,1,1,1,0
20.97,85,-3763.0,52.29150433118296,15,257,7,0,0,1,0
213.97,50489,26305923.0,47.133916905350276,10,308,4,0,0,0,0
2.74,895,-20047833.0,107.52163453052844,17,319,10,1,1,1,0
75.75,686,34805815.0,67.55279393637306,22,7,6,1,0,0,0
4.1,276896,-14946629.0,59.108724179718116,19,62,9,1,0,1,0
7.6,973849,33881478.0,63.56981060946289,1,659,12,0,0,0,0
7.69,320420,-3940270.0,118.80685951206873,14,531,12,0,1,1,0
2.38,248,-4963119.0,120.63035510089504,2,59,8,0,1,1,0
60.22,172817,27443312.0,109.22101172454344,6,497,2,1,1,0,0
61.33,513,-605674.0,111.84699680036894,7,153,2,0,1,1,0
192.38,5438,-11129535.0,101.22455701853406,11,417,9,0,1,1,0
40.51,1288,-11482397.0,70.17144695406598,20,686,1,0,0,1,0
54.1,172817,3233743.0,46.36759331735626,3,270,4,1,0,0,0
113.35,140,-17993968.0,104.93377410611043,16,546,7,1,1,1,0
24.62,757530,-12717744.0,91.05708444060097,15,124,5,1,1,1,0
61.9,337,-22209041.0,24.29217870393726,1,365,2,0,2,1,0
32.58,128354,-20058487.0,118.65471426466283,19,346,11,0,1,1,0
112.95,1139,-16757432.0,103.10781598731357,13,437,0,0,1,1,0
128.06,378909,-12215466.0,55.69716107698409,17,372,11,0,0,1,0
100.05,123,-5775172.0,129.51852095220494,5,20,4,1,1,1,0
51.49,923,-14596977.0,83.55415901430283,18,211,6,1,0,1,0
56.33,1420,-18791564.0,95.24541039524803,1,605,2,0,1,1,0
64.01,1645,-24777892.0,107.4683029603066,19,390,0,1,1,1,0
6.68,151815,-38022928.0,141.8502345155552,17,131,12,1,1,1,0
71.86,1302,21303474.0,125.31439530614018,21,636,5,1,1,0,0
72.71,260,-15126170.0,16.812037920564734,15,350,5,0,2,1,0
69.32,258,3266938.0,77.574467953467,23,540,5,1,0,0,0
7.31,50489,19273341.0,49.77300186702179,12,13,11,0,0,0,0
49.87,759,38329541.0,31.966908165420538,18,652,7,1,2,0,0
347.14,2092,11766946.0,63.8456030469841,5,443,11,1,0,0,0
5.21,9587,-558586.0,111.38374503779147,0,290,8,0,1,1,0
107.99,1126,1358546.0,73.45991019195768,6,189,11,1,0,0,0
66.45,579,-23822982.0,111.26236993976683,4,208,2,0,1,1,0
53.89,1979,14788903.0,101.60422209738451,5,559,2,1,1,0,0
53.03,128,24661862.0,103.72640120049377,8,284,12,1,1,0,0
2.24,1312922,-31622063.0,127.40989709730692,13,467,12,0,1,1,0
25.38,34882,-20882633.0,116.86654856887755,17,200,11,0,1,1,0
1.13,105549,-17162881.0,106.24317914511309,21,430,11,1,1,1,0
57.38,26120,-1.0,98.18249526412484,12,126,7,1,1,1,0
10.88,34153,-6119469.0,91.62635788182409,18,382,10,0,1,1,0
66.94,5895,2766075.0,97.29560917461095,11,272,2,0,1,0,0
6.6,149,5150822.0,83.35826206413675,18,260,5,0,0,0,0
34.07,207,-478669.0,95.37470146427617,22,166,5,1,1,1,0
4.51,18182,19547144.0,31.371739962317093,22,449,10,1,2,0,0
66.27,42817,32428303.0,102.711393555609,0,357,3,0,1,0,0
61.32,229,-5602152.0,67.68795626693013,23,145,0,1,0,1,0
50.75,759,-11656764.0,47.866348801266945,9,47,2,1,0,1,0
77.26,2223,4242800.0,66.60799108708302,1,463,2,1,0,0,0
60.42,85,-20916367.0,126.1228320182549,10,330,3,0,1,1,0
111.43,2368,-30841613.0,100.87258534940902,2,270,4,0,1,1,0
69.31,2872,-42395845.0,121.36942745218282,22,640,12,0,1,1,0
64.93,27020,-22186623.0,26.697155742231992,1,518,2,1,2,1,0
66.14,331,-7759415.0,74.65248610422216,11,444,2,0,0,1,0
22.66,46,-7486858.0,104.50177267693849,21,591,10,0,1,1,0
51.7,973849,-25600172.0,29.822669097183915,6,285,2,0,2,1,0
22.88,6508,18799141.0,125.09920976950697,4,673,9,0,1,0,0
178.37,1312922,30587997.0,142.1087729150829,20,529,7,0,1,0,0
6.48,1789,3885385.0,69.88560366214536,20,284,12,0,0,0,0
63.32,765,-38222487.0,81.19159018421767,9,51,3,0,0,1,0
19.91,1139,22751664.0,86.24379790636527,18,402,6,0,0,0,0
39.86,260,-27306798.0,68.73980037304788,23,39,7,0,0,1,0
33.81,310,851201.0,115.88578833160788,11,479,3,0,1,0,0
201.67,743,-30073720.0,53.9241243719744,12,50,7,0,0,1,0
6.76,24840,-13401175.0,76.23762714264076,7,65,8,1,0,1,0
17.66,2872,9239622.0,20.61603731562611,16,649,11,0,2,0,0
76.92,2691,31166944.0,36.97822512331581,17,294,0,0,2,0,0
63.0,2916,-1682183.0,108.29867966357615,10,607,2,1,1,1,0
73.34,743,-41493082.0,59.48429003149478,8,444,2,0,0,1,0
48.06,7268,20419999.0,68.2974804183995,6,645,4,1,0,0,0
54.46,337,-26237867.0,18.789773694613647,5,107,2,0,2,1,0
86.68,1925,9705926.0,105.53728316831199,14,38,7,0,1,0,0
19.93,973849,10257628.0,110.04514026268131,13,515,5,0,1,0,0
116.49,172817,-13722248.0,76.67968443581697,4,399,2,1,0,1,0
29.28,1312922,14422886.0,60.962651342306785,4,600,3,0,0,0,0
3.84,31515,-10735390.0,99.6567495587527,20,454,12,1,1,1,0
3.38,381459,-5158989.0,146.50158232020408,15,480,12,1,1,1,0
5.93,3805,-2476341.0,48.799964427041196,20,577,10,0,0,1,0
69.5,151022,14302545.0,110.23643019961872,12,169,7,0,1,0,0
5.82,761,15850706.0,107.85838648261768,14,9,13,0,1,0,0
1.02,1970,26144385.0,62.395786834445644,20,604,11,0,0,0,0
10.95,2872,9397090.0,51.50124797147519,23,562,7,0,0,0,0
65.7,172817,24515512.0,90.93052747616858,15,532,5,1,1,0,0
17.08,1745,-19603991.0,126.65405319077759,23,124,5,0,1,1,0
10.28,564,-1.0,35.0433328994866,23,413,6,1,2,1,0
3.22,1789,-13485799.0,78.29233066920919,21,42,12,0,0,1,0
23.39,1979,4153425.0,98.20449537393665,15,89,6,1,1,0,0
66.32,17047,-11456475.0,44.12957368274125,7,541,1,0,2,1,0
38.91,45303,14883417.0,70.09672322782677,23,185,5,0,0,0,0
47.66,92043,-18810265.0,75.15122089173893,7,332,2,0,0,1,0
5.83,732,-8485472.0,124.32767823933679,7,105,11,1,1,1,0
4.0,3730,5335325.0,148.10010526059497,0,351,8,1,1,0,0
8.42,5211,3532987.0,25.998446413632642,20,502,11,1,2,0,0
23.83,169,14816825.0,64.49846641458137,3,467,12,1,0,0,0
4.65,172817,17985513.0,119.98529101319274,22,200,11,1,1,0,0
5.37,3402,22464466.0,81.62823874326027,3,384,9,1,0,0,0
71.13,134056,-16981079.0,51.43512039827468,3,563,4,1,0,1,0
137.79,475,9397918.0,58.63095735974416,13,614,6,0,0,0,0
10.7,1506,7323751.0,57.72220423706983,16,658,7,1,0,0,0
54.95,77,-26112694.0,60.81245975720607,8,399,2,0,0,1,0
47.91,1446,2560586.0,63.286513204297826,13,391,7,1,0,0,0
28.95,2691,25704585.0,88.7639612155157,5,530,3,0,0,0,0
61.0,276,-2729601.0,27.433209401759267,22,160,5,0,2,1,0
36.61,932,14887293.0,111.29794941651357,8,487,11,0,1,0,0
59.12,6508,-18947751.0,86.75500479804725,7,650,3,0,0,1,0
1.66,450,-15485264.0,27.82938019527342,0,256,11,1,2,1,0
83.46,2148,-17770281.0,115.55618428010924,23,263,0,0,1,1,0
87.51,1126,26752937.0,95.62576353316544,22,266,0,1,1,0,0
39.34,2872,-11545057.0,54.778921825603895,14,369,7,0,0,1,0
179.74,34882,-2833903.0,91.8776273791884,11,608,4,0,1,1,0
69.4,105549,-21051005.0,46.47370561653081,0,328,4,1,0,1,0
31.02,229,24783216.0,10.637546325938656,1,265,9,1,2,0,0
88.5,1241364,19083956.0,84.53170892666542,11,427,4,1,0,0,0
28.39,3862,-23629064.0,79.37727133387342,20,366,10,0,0,1,0
13.58,589,-5490805.0,63.10928329419192,16,451,0,1,0,1,0
25.23,94014,9446625.0,106.8485325594176,21,175,11,0,1,0,0
